subject	stimulus	frequency	power
3	100	0.0	-0.33421153406140164
3	100	4.979253112033195	1.4321091057837543
3	100	9.95850622406639	8.844393955837267
3	100	14.937759336099585	6.15700380909656
3	100	19.91701244813278	8.839540547554435
3	100	24.896265560165975	8.810276242891542
3	100	29.87551867219917	7.8305688421628865
3	100	34.85477178423237	7.83748153078279
3	100	39.83402489626556	7.949656392479616
3	100	44.81327800829875	5.980235494996585
3	100	49.79253112033195	4.704301973204693
3	100	54.77178423236515	3.373651196346323
3	100	59.75103734439834	2.4017816415592605
3	100	64.73029045643153	1.107331532142139
3	100	69.70954356846474	0.984328828371962
3	100	74.68879668049793	-0.5378972355679671
3	100	79.66804979253112	-0.19098341844410693
3	100	84.64730290456431	1.3036421674342509
3	100	89.6265560165975	1.6724004804655657
3	100	94.60580912863071	0.8699109586863136
3	100	99.5850622406639	0.12634552067474378
3	100	104.5643153526971	0.7729283722590934
3	100	109.5435684647303	1.4338139161306718
3	100	114.52282157676349	1.1463064374737042
3	100	119.50207468879668	0.4261276897974442
3	100	124.48132780082987	1.0350121426193706
3	100	129.46058091286307	0.9628633572904846
3	100	134.43983402489627	2.2771117233466676
3	100	139.41908713692948	2.7528531078686527
3	100	144.39834024896265	2.6405876506841874
3	100	149.37759336099586	2.668205270529833
3	100	154.35684647302904	2.8321487357940804
3	100	159.33609958506224	2.702629067828278
3	100	164.31535269709545	2.658836758950847
3	100	169.29460580912863	1.4786516361869397
3	100	174.27385892116183	-0.20886871947776714
3	100	179.253112033195	-0.3119157123109246
3	100	184.23236514522821	-1.527850130036964
3	100	189.21161825726142	-3.6177625356908982
3	100	194.1908713692946	-4.128104909195765
3	100	199.1701244813278	-3.630984764922963
3	100	204.149377593361	-2.725923371972047
3	100	209.1286307053942	-3.4140495682950207
3	100	214.1078838174274	-2.3098157044102154
3	100	219.0871369294606	-1.180082651133624
3	100	224.06639004149378	-1.7211952968359374
3	100	229.04564315352698	1.2691423345834334
3	100	234.02489626556016	1.1799854756796304
3	100	239.00414937759336	-2.546374814992296
3	100	243.98340248962657	-2.032272395713199
3	100	248.96265560165975	-2.9117557223509625
3	100	253.94190871369295	-2.478849499815551
3	100	258.92116182572613	-1.9698202757235643
3	100	263.90041493775936	-2.357417590006378
3	100	268.87966804979254	-2.061694424209374
3	100	273.8589211618257	0.31212829945824644
3	100	278.83817427385895	0.9449354407839644
3	100	283.81742738589213	4.940020778419871
3	100	288.7966804979253	4.842192421955408
3	100	293.7759336099585	5.016192178367659
3	100	298.7551867219917	6.090536456158993
3	100	303.7344398340249	7.775884133045512
3	100	308.7136929460581	9.388283454468528
3	100	313.6929460580913	8.134724306810554
3	100	318.6721991701245	6.93504151934569
3	100	323.65145228215766	4.768879810388791
3	100	328.6307053941909	2.814191201062053
3	100	333.6099585062241	1.7473641920825584
3	100	338.58921161825725	2.8506564081454417
3	100	343.5684647302905	0.7390804563478998
3	100	348.54771784232366	1.407946275684222
3	100	353.52697095435684	1.248501667918024
3	100	358.50622406639	1.5555505244843766
3	100	363.48547717842325	1.8564459100361912
3	100	368.46473029045643	4.293258700758335
3	100	373.4439834024896	2.0190040624624546
3	100	378.42323651452284	-1.773644772999654
3	100	383.402489626556	-0.6461603634601422
3	100	388.3817427385892	-1.2446672132159065
3	100	393.36099585062243	-1.3589245183049985
3	100	398.3402489626556	-0.6673724798518212
3	100	403.3195020746888	-0.9270577334909214
3	100	408.298755186722	-0.6791477611633967
3	100	413.2780082987552	-1.4660193358534177
3	100	418.2572614107884	2.336240374604335
3	100	423.2365145228216	2.411609407116136
3	100	428.2157676348548	3.520145982835641
3	100	433.19502074688796	3.460980486055375
3	100	438.1742738589212	6.134525924454431
3	100	443.1535269709544	7.385276373546087
3	100	448.13278008298755	8.48959816366362
3	100	453.11203319502073	7.847166552623548
3	100	458.09128630705396	1.001642023937741
3	100	463.07053941908714	0.5688139100356489
3	100	468.0497925311203	-0.5630177760132836
3	100	473.02904564315355	-1.8703443801522632
3	100	478.00829875518673	-2.159315132709517
3	100	482.9875518672199	-0.10550967868825158
3	100	487.96680497925314	-0.5292061439686693
3	100	492.9460580912863	1.8314650705207145
3	100	497.9253112033195	1.2396823775358348
3	100	502.90456431535273	1.2371231008533616
3	100	507.8838174273859	1.994295987639208
3	100	512.8630705394191	3.7623377570865326
3	100	517.8423236514523	6.06136193759367
3	100	522.8215767634855	4.753786254331406
3	100	527.8008298755187	3.1033601253596816
3	100	532.7800829875519	3.826525115951975
3	100	537.7593360995851	4.442045265211524
3	100	542.7385892116183	4.1734310236127286
3	100	547.7178423236514	3.7461088689451487
3	100	552.6970954356847	3.263929244067281
3	100	557.6763485477179	3.337631595267954
3	100	562.655601659751	0.35186057273808696
3	100	567.6348547717843	0.5894001527352424
3	100	572.6141078838174	-0.6729693118354239
3	100	577.5933609958506	0.24207737185281586
3	100	582.5726141078839	0.3925457414678497
3	100	587.551867219917	-0.43271744755468655
3	100	592.5311203319502	1.0646001358072583
3	100	597.5103734439834	1.9260417222943704
3	150	0.0	-0.6197535780441148
3	150	4.979253112033195	-3.620573684961188
3	150	9.95850622406639	11.000454418630436
3	150	14.937759336099585	7.8177720561058495
3	150	19.91701244813278	5.70244619144869
3	150	24.896265560165975	5.86268078595822
3	150	29.87551867219917	5.204775304083463
3	150	34.85477178423237	5.660683798363304
3	150	39.83402489626556	5.75672460133403
3	150	44.81327800829875	5.720553682728282
3	150	49.79253112033195	4.783702481296736
3	150	54.77178423236515	5.31270894660476
3	150	59.75103734439834	4.923670875962326
3	150	64.73029045643153	5.436755927231309
3	150	69.70954356846474	5.753642424346175
3	150	74.68879668049793	6.22379558215178
3	150	79.66804979253112	4.60707187129273
3	150	84.64730290456431	2.9102890555168988
3	150	89.6265560165975	2.940917818306441
3	150	94.60580912863071	3.214735470537857
3	150	99.5850622406639	2.619605249412711
3	150	104.5643153526971	2.2957194239577463
3	150	109.5435684647303	1.631661526880209
3	150	114.52282157676349	0.5204790745906887
3	150	119.50207468879668	1.7399054073324018
3	150	124.48132780082987	3.2295864938890073
3	150	129.46058091286307	8.52063313593532
3	150	134.43983402489627	15.324804059159655
3	150	139.41908713692948	15.733571029198307
3	150	144.39834024896265	16.023651001394427
3	150	149.37759336099586	15.763007526291057
3	150	154.35684647302904	15.435749744669758
3	150	159.33609958506224	16.210151041173148
3	150	164.31535269709545	16.84416934341633
3	150	169.29460580912863	12.891167598746982
3	150	174.27385892116183	2.698344473853994
3	150	179.253112033195	1.7422263916677942
3	150	184.23236514522821	0.24079550132603594
3	150	189.21161825726142	1.014827315956296
3	150	194.1908713692946	0.7282775963738465
3	150	199.1701244813278	1.2100939867688534
3	150	204.149377593361	0.16212063402311128
3	150	209.1286307053942	2.7989634341318714
3	150	214.1078838174274	2.584051905756331
3	150	219.0871369294606	2.5587391319483306
3	150	224.06639004149378	2.3568057385305448
3	150	229.04564315352698	2.2455910991263837
3	150	234.02489626556016	3.200061420345202
3	150	239.00414937759336	2.167024223797372
3	150	243.98340248962657	1.0143636843881434
3	150	248.96265560165975	1.9989572269706586
3	150	253.94190871369295	2.376311684615911
3	150	258.92116182572613	1.7622916746169994
3	150	263.90041493775936	1.1814411279093942
3	150	268.87966804979254	2.2350028311755326
3	150	273.8589211618257	1.6585934352014309
3	150	278.83817427385895	0.3215635074214327
3	150	283.81742738589213	7.960360702381619
3	150	288.7966804979253	5.789011973513551
3	150	293.7759336099585	5.630247939861145
3	150	298.7551867219917	5.0166923167834785
3	150	303.7344398340249	4.515379448565909
3	150	308.7136929460581	3.497282189581413
3	150	313.6929460580913	3.573992097473897
3	150	318.6721991701245	-0.9023589535410502
3	150	323.65145228215766	-0.9617779333265941
3	150	328.6307053941909	-0.8424271481769529
3	150	333.6099585062241	-0.8588156681398563
3	150	338.58921161825725	-0.08487093072918435
3	150	343.5684647302905	0.03864645548067466
3	150	348.54771784232366	0.8721156232390388
3	150	353.52697095435684	0.8933595120984692
3	150	358.50622406639	2.639672800141409
3	150	363.48547717842325	1.4684900398272969
3	150	368.46473029045643	0.4013218787374239
3	150	373.4439834024896	1.1153874802299655
3	150	378.42323651452284	1.3523919169931689
3	150	383.402489626556	1.930899236644969
3	150	388.3817427385892	2.260741719796827
3	150	393.36099585062243	0.9783189950252844
3	150	398.3402489626556	1.028379756216939
3	150	403.3195020746888	2.0231779078304575
3	150	408.298755186722	1.9778460400731541
3	150	413.2780082987552	1.3110104921544607
3	150	418.2572614107884	0.03091048502322074
3	150	423.2365145228216	-1.7736125834826728
3	150	428.2157676348548	-1.548566199306729
3	150	433.19502074688796	4.362874362710177
3	150	438.1742738589212	5.063400355947189
3	150	443.1535269709544	4.752833590234591
3	150	448.13278008298755	6.843911917443397
3	150	453.11203319502073	5.967064862222003
3	150	458.09128630705396	6.930338859745934
3	150	463.07053941908714	7.162491021999911
3	150	468.0497925311203	5.661688402083588
3	150	473.02904564315355	0.41866270041469755
3	150	478.00829875518673	2.3372918430813683
3	150	482.9875518672199	2.658910249600113
3	150	487.96680497925314	3.041764905866282
3	150	492.9460580912863	0.9831367677562461
3	150	497.9253112033195	0.4450198453063282
3	150	502.90456431535273	0.9058344707917403
3	150	507.8838174273859	-0.6677016455285965
3	150	512.8630705394191	-0.23604873887471273
3	150	517.8423236514523	1.172059392130578
3	150	522.8215767634855	1.0188201706159914
3	150	527.8008298755187	1.2158333765492402
3	150	532.7800829875519	1.1991342304887413
3	150	537.7593360995851	2.1066424280198315
3	150	542.7385892116183	2.669608985375061
3	150	547.7178423236514	-1.8892565090750588
3	150	552.6970954356847	-2.83670540784211
3	150	557.6763485477179	-1.6364094839775252
3	150	562.655601659751	-2.548252253381889
3	150	567.6348547717843	-2.562807836060637
3	150	572.6141078838174	-1.6152697957768356
3	150	577.5933609958506	-0.7617179448451159
3	150	582.5726141078839	2.418375713051362
3	150	587.551867219917	2.258490813498933
3	150	592.5311203319502	0.952951864963401
3	150	597.5103734439834	2.5287810478518935
3	200	0.0	1.293200129675434
3	200	4.979253112033195	-3.663803605592655
3	200	9.95850622406639	12.720482953703879
3	200	14.937759336099585	14.566440024390685
3	200	19.91701244813278	9.571375396193783
3	200	24.896265560165975	9.61700346316579
3	200	29.87551867219917	9.072618999491995
3	200	34.85477178423237	8.803231951924715
3	200	39.83402489626556	8.572700358716057
3	200	44.81327800829875	8.165586565190013
3	200	49.79253112033195	6.699754354204908
3	200	54.77178423236515	5.077575865161639
3	200	59.75103734439834	4.347660598428796
3	200	64.73029045643153	4.470385415701207
3	200	69.70954356846474	5.489904205913028
3	200	74.68879668049793	5.128730330863522
3	200	79.66804979253112	4.450531395934643
3	200	84.64730290456431	3.6845556567001196
3	200	89.6265560165975	2.1469013337316034
3	200	94.60580912863071	2.3816881818997024
3	200	99.5850622406639	0.37884103741776387
3	200	104.5643153526971	-1.2374568933145034
3	200	109.5435684647303	-0.4272543438206594
3	200	114.52282157676349	-2.161667253244151
3	200	119.50207468879668	-1.456090339932925
3	200	124.48132780082987	-0.5815236930212482
3	200	129.46058091286307	0.4446857335827911
3	200	134.43983402489627	0.5808001058104629
3	200	139.41908713692948	1.5643230409487243
3	200	144.39834024896265	0.5430076766404096
3	200	149.37759336099586	0.559179717808354
3	200	154.35684647302904	1.0111587098001147
3	200	159.33609958506224	1.5910817830068256
3	200	164.31535269709545	-0.725288881156993
3	200	169.29460580912863	-0.012312230008041205
3	200	174.27385892116183	2.119080851738038
3	200	179.253112033195	7.373445998436622
3	200	184.23236514522821	14.838646067486927
3	200	189.21161825726142	15.065737143446622
3	200	194.1908713692946	14.628828422534593
3	200	199.1701244813278	15.36261731950206
3	200	204.149377593361	15.05842041468359
3	200	209.1286307053942	16.646169460756923
3	200	214.1078838174274	16.9281147145347
3	200	219.0871369294606	13.520675380656794
3	200	224.06639004149378	3.1992024214077825
3	200	229.04564315352698	-0.49535385068137144
3	200	234.02489626556016	0.9933866184353424
3	200	239.00414937759336	0.9592762841114018
3	200	243.98340248962657	2.0986080347785836
3	200	248.96265560165975	0.9564510772346926
3	200	253.94190871369295	1.6697932203993067
3	200	258.92116182572613	1.5857212375398422
3	200	263.90041493775936	0.9965911719813556
3	200	268.87966804979254	0.38542985238321115
3	200	273.8589211618257	2.1982046242010593
3	200	278.83817427385895	1.744017067510202
3	200	283.81742738589213	1.1108629548506685
3	200	288.7966804979253	0.8079534180487068
3	200	293.7759336099585	-0.33969523957928194
3	200	298.7551867219917	0.3872115224795146
3	200	303.7344398340249	-0.9287137629008995
3	200	308.7136929460581	-3.2246792321649718
3	200	313.6929460580913	-5.315244015889306
3	200	318.6721991701245	-4.295456262646228
3	200	323.65145228215766	-3.486111881329613
3	200	328.6307053941909	-3.295547691926235
3	200	333.6099585062241	-2.1623511562281914
3	200	338.58921161825725	-1.4833425774039757
3	200	343.5684647302905	-0.9276562793731431
3	200	348.54771784232366	-0.16485376392866072
3	200	353.52697095435684	3.9871727299623183
3	200	358.50622406639	4.125490642773327
3	200	363.48547717842325	4.5722701202702485
3	200	368.46473029045643	3.7478609690111053
3	200	373.4439834024896	2.696141402550738
3	200	378.42323651452284	4.6598749799498895
3	200	383.402489626556	9.739655107151039
3	200	388.3817427385892	9.360855453215871
3	200	393.36099585062243	9.646985180912344
3	200	398.3402489626556	8.422340377406021
3	200	403.3195020746888	8.215130910277267
3	200	408.298755186722	8.294872677926717
3	200	413.2780082987552	7.573603742159848
3	200	418.2572614107884	5.837421176298221
3	200	423.2365145228216	0.8427139568454922
3	200	428.2157676348548	0.39212547220507776
3	200	433.19502074688796	0.9589973310888009
3	200	438.1742738589212	0.6993608029472486
3	200	443.1535269709544	2.0946971873076388
3	200	448.13278008298755	1.6397143829020397
3	200	453.11203319502073	1.0708710068362288
3	200	458.09128630705396	0.609945075353808
3	200	463.07053941908714	-1.044640445983392
3	200	468.0497925311203	-0.6816038143400402
3	200	473.02904564315355	0.11477854344537267
3	200	478.00829875518673	-0.1514704034381386
3	200	482.9875518672199	-0.042891373133319845
3	200	487.96680497925314	-0.4302539448416693
3	200	492.9460580912863	-0.6820877202448707
3	200	497.9253112033195	0.23458291617248372
3	200	502.90456431535273	1.0094889182305737
3	200	507.8838174273859	0.13833573538094485
3	200	512.8630705394191	0.7603430144793356
3	200	517.8423236514523	-2.076159471278631
3	200	522.8215767634855	-4.061818184564919
3	200	527.8008298755187	-4.501017010662806
3	200	532.7800829875519	-4.337534211893085
3	200	537.7593360995851	-5.2496663880714065
3	200	542.7385892116183	-5.253364833429535
3	200	547.7178423236514	-5.5953669232614756
3	200	552.6970954356847	-5.271410765223143
3	200	557.6763485477179	-4.809418777250717
3	200	562.655601659751	-3.980385503543456
3	200	567.6348547717843	-3.231985113709133
3	200	572.6141078838174	-3.318165266721137
3	200	577.5933609958506	-0.5109973328588965
3	200	582.5726141078839	-0.4703437350495753
3	200	587.551867219917	-0.03225647908316022
3	200	592.5311203319502	-0.19760158584666598
3	200	597.5103734439834	-0.021344789576938424
3	250	0.0	-4.160065067137517
3	250	4.979253112033195	-0.8387559121623384
3	250	9.95850622406639	1.9794144495580392
3	250	14.937759336099585	7.706004422592362
3	250	19.91701244813278	7.9336286216480465
3	250	24.896265560165975	7.4093376683076295
3	250	29.87551867219917	8.120310327291076
3	250	34.85477178423237	7.876755700145699
3	250	39.83402489626556	5.7373737765830395
3	250	44.81327800829875	6.273374872408556
3	250	49.79253112033195	5.88635048204597
3	250	54.77178423236515	5.760040480317801
3	250	59.75103734439834	4.571512164634939
3	250	64.73029045643153	4.498714394424976
3	250	69.70954356846474	5.603537547650546
3	250	74.68879668049793	5.420595912613302
3	250	79.66804979253112	5.6898986977261234
3	250	84.64730290456431	5.599386436013585
3	250	89.6265560165975	3.643803800758765
3	250	94.60580912863071	3.0160825256089256
3	250	99.5850622406639	3.777118183516353
3	250	104.5643153526971	-0.4109758886732514
3	250	109.5435684647303	-0.48277212418628973
3	250	114.52282157676349	-1.0111035748516692
3	250	119.50207468879668	1.5622845791761262
3	250	124.48132780082987	3.4173131965392622
3	250	129.46058091286307	3.769204400404798
3	250	134.43983402489627	1.7502317579139213
3	250	139.41908713692948	1.392733051586088
3	250	144.39834024896265	1.8485687112992508
3	250	149.37759336099586	2.0679826785963913
3	250	154.35684647302904	2.8495179618591915
3	250	159.33609958506224	2.4523765622439315
3	250	164.31535269709545	3.2800462978072567
3	250	169.29460580912863	2.16835446361622
3	250	174.27385892116183	-0.6387479332231984
3	250	179.253112033195	-0.7148880129426036
3	250	184.23236514522821	-1.5975976116440915
3	250	189.21161825726142	-1.743457322566434
3	250	194.1908713692946	-3.704951565332721
3	250	199.1701244813278	-4.550633687195237
